tipo,cidade,bairro,area_m2,quartos,banheiros,suites,andar,vagas,preco,preco_m2,portaria,vista_mar,condominio_fechado,piscina,deck,varanda_gourmet,varanda,academia,salao_festa,salao_jogos,quadra_campo,estado,tipo_imovel_padronizado,tem_geolocalizacao,tem_endereco_estruturado,andar_informado
casa,Fortaleza,Maraponga,263.0,4.0,5.0,3.0,0.0,2.0,620000.0,2357.4144486692016,False,False,False,False,False,False,True,True,False,False,False,CE,casa_padrao,True,True,True
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,45.0,1.0,1.0,1.0,11.0,1.0,520000.0,11555.555555555555,False,False,False,False,False,False,False,False,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Itaperi,125.0,3.0,3.0,2.0,0.0,2.0,650000.0,5200.0,False,False,False,True,False,False,True,True,False,False,False,CE,cobertura,True,True,True
apartamento,Fortaleza,Aldeota,127.0,3.0,4.0,3.0,0.0,2.0,790000.0,6220.472440944882,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,123.0,3.0,4.0,3.0,0.0,2.0,1200000.0,9756.09756097561,True,False,True,True,False,False,False,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Aldeota,133.0,3.0,4.0,3.0,2.0,3.0,1560757.0,11735.015037593985,True,False,False,True,True,True,True,True,True,True,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Papicu,103.0,3.0,3.0,3.0,0.0,2.0,1090000.0,10582.52427184466,False,False,True,True,False,False,True,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Fátima,141.0,3.0,3.0,3.0,0.0,3.0,2188768.0,15523.17730496454,False,False,False,True,False,True,True,True,True,False,True,CE,apartamento_padrao,True,True,True
casa,Fortaleza,Lagoa Redonda,187.0,3.0,3.0,3.0,0.0,2.0,950000.0,5080.213903743315,False,False,True,True,True,False,True,True,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Centro,115.0,3.0,3.0,1.0,0.0,1.0,369000.0,3208.695652173913,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
casa,Fortaleza,Sapiranga-Coité,181.0,4.0,4.0,4.0,0.0,2.0,1190000.0,6574.585635359116,False,False,False,True,True,False,False,True,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,São Gerardo,65.0,3.0,2.0,1.0,2.0,2.0,580000.0,8923.076923076924,False,False,True,False,False,False,True,False,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Manuel Dias Branco,145.0,3.0,4.0,3.0,0.0,3.0,1650000.0,11379.310344827587,False,False,False,False,False,False,False,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Damas,74.0,3.0,2.0,1.0,0.0,1.0,220000.0,2972.972972972973,False,False,True,False,False,False,False,False,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,75.0,2.0,2.0,2.0,0.0,2.0,820000.0,10933.333333333334,True,False,True,True,False,True,True,True,True,True,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Barroso,46.0,2.0,2.0,1.0,1.0,1.0,260000.0,5652.173913043478,True,False,False,True,False,False,False,False,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Aldeota,126.0,3.0,4.0,3.0,1.0,0.0,672000.0,5333.333333333333,False,False,False,False,False,False,True,True,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Papicu,78.0,3.0,2.0,2.0,15.0,2.0,999689.0,12816.52564102564,True,False,False,True,False,False,True,True,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Papicu,87.0,3.0,3.0,2.0,0.0,1.0,370000.0,4252.873563218391,False,False,True,False,False,False,False,False,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,146.0,3.0,4.0,3.0,0.0,3.0,990000.0,6780.821917808219,True,False,True,True,True,False,False,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Benfica,67.0,3.0,2.0,2.0,9.0,2.0,670000.0,10000.0,False,False,False,False,False,False,True,False,False,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,228.0,4.0,5.0,4.0,0.0,4.0,4000000.0,17543.859649122805,False,False,False,True,False,False,False,True,True,False,False,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Engenheiro Luciano Cavalcante,76.0,2.0,3.0,2.0,0.0,2.0,790000.0,10394.736842105263,False,False,True,True,False,True,True,False,False,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,115.0,3.0,4.0,3.0,0.0,3.0,1150000.0,10000.0,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cocó,112.0,3.0,3.0,1.0,0.0,2.0,1080000.0,9642.857142857143,False,False,False,True,False,False,True,False,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,De Lourdes,61.0,2.0,2.0,1.0,0.0,2.0,560000.0,9180.327868852459,True,False,False,True,True,False,True,True,True,False,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Edson Queiroz,93.0,3.0,3.0,2.0,0.0,2.0,920000.0,9892.47311827957,True,False,True,True,False,True,True,True,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Edson Queiroz,71.0,2.0,2.0,2.0,4.0,1.0,700000.0,9859.154929577464,False,False,False,True,False,False,True,False,True,True,True,CE,apartamento_padrao,True,True,True
apartamento,Fortaleza,Cajazeiras,61.0,3.0,2.0,1.0,0.0,1.0,230000.0,3770.4918032786886,False,False,False,True,True,False,True,False,True,False,False,CE,apartamento_padrao,True,True,True
